start_lat,start_lon,prediction_hours,vessel_type_code,tonnage_tons,current_speed_knots,current_dir_sin,current_dir_cos,wind_speed_ms,wind_dir_sin,wind_dir_cos,leeway_coefficient,l1_speed_knots,l1_dir_sin,l1_dir_cos,l2_center_lat,l2_center_lon,l2_spread_km,particle_count,month_sin,month_cos,hour_sin,hour_cos,target_east_m,target_north_m
34.0,126.5,1.0,4.0,9.436109809962023,1.8328207798175338,0.8514758121499588,-0.5243938799448065,1.0141527580406988,-0.9882737198459908,0.152692680445947,0.045,1.751406925050846,0.8409993172084888,-0.5410361803565966,33.984275817871094,126.53054809570312,0.4401853680610657,200.0,-0.8660254037844384,-0.5000000000000004,0.7071067811865476,-0.7071067811865475,324.65252076222646,274.7499084472656
34.25,126.0,1.0,0.0,28.966822651852887,1.4012651949250565,0.9163130350682622,-0.40046275952201804,0.43175892520961945,-0.9844375503677818,-0.17573477011075808,0.032,1.379009750818412,0.9119289182535248,-0.41034820342357536,34.24066925048828,126.0254135131836,0.45095333456993103,200.0,-0.8660254037844384,-0.5000000000000004,0.9659258262890683,-0.25881904510252063,626.2767482405065,596.2115478515625
34.25,126.25,1.0,1.0,156.29407267587396,1.4397229638679485,-0.2348724711410375,0.9720261942458662,6.501614033331142,0.1870121401096777,-0.9823576026333782,0.025,1.124255627543106,-0.24822143852139147,0.9687033175634174,34.27095031738281,126.2433853149414,0.5762147307395935,200.0,-0.8660254037844384,-0.5000000000000004,-0.4999999999999997,-0.8660254037844388,-1428.2674343348422,-1572.4867248535156
34.25,126.0,1.0,2.0,0.0,3.597518537286939,0.785342162932254,-0.6190619412634644,8.59744610455719,-0.8133193834683151,-0.5818174803791304,0.015,3.535896802448267,0.7413676091603162,-0.6710991492230614,34.21116256713867,126.05340576171875,0.613642156124115,200.0,-0.8660254037844384,-0.5000000000000004,-0.8660254037844386,0.5000000000000001,-68.83029869378835,181.32644653320312
34.25,126.0,1.0,4.0,4.952556516822556,2.848991942447139,0.41402548703209785,-0.9102652888514612,5.095250704369287,0.8778832019679661,-0.47887481005213806,0.045,3.216434665087069,0.4883743449848529,-0.8726342298813495,34.205387115478516,126.02548217773438,0.5482807159423828,200.0,-0.8660254037844384,-0.5000000000000004,-0.8660254037844386,0.5000000000000001,270.4232750785104,211.90139770507812
34.0,126.0,1.0,4.0,17.26376587421875,0.6265599067599887,-0.15435632399409452,0.9880152454507117,2.977044832897261,-0.5793690691044967,0.8150653236182906,0.045,0.8673885515015073,-0.28543983195827166,0.9583966310101646,34.011837005615234,125.99744415283203,0.480025053024292,200.0,-0.8660254037844384,-0.5000000000000004,0.25881904510252074,0.9659258262890683,98.56097435550151,122.2998046875
34.5,125.75,1.0,4.0,5.334082951708067,1.1980703429173944,-0.5712067710459798,0.8208062041135079,1.4286517772234404,0.5041328495992026,-0.8636261169944942,0.045,1.0735438372333703,-0.5787796550716916,0.8154839734017424,34.51559066772461,125.73617553710938,0.4704175293445587,200.0,-0.8660254037844384,-0.5000000000000004,0.7071067811865476,-0.7071067811865475,299.51564490652936,-154.14871215820312
34.5,125.75,1.0,4.0,16.00303444227502,0.7855089043905797,-0.9883659058637535,-0.1520948260991214,5.794049372065021,-0.9549736153161462,-0.2966907380590254,0.045,1.2889339767947008,-0.9778403041885064,-0.20935219011161352,34.49744415283203,125.7320785522461,0.5320481657981873,200.0,-0.8660254037844384,-0.5000000000000004,-0.2588190451025208,-0.9659258262890683,307.2803726143429,758.4286499023438
34.5,125.75,1.0,2.0,0.0,0.553483448935082,-0.6378311311113121,0.770176244885068,1.0610575228486439,-0.6923401916865958,-0.7215712431737893,0.015,0.5508103780819396,-0.6798138423897538,0.7333847146588747,34.507049560546875,125.74214935302734,0.44840505719184875,200.0,-0.8660254037844384,-0.5000000000000004,-0.9659258262890683,-0.25881904510252063,-159.5714178715905,-281.5443420410156
34.5,126.0,1.0,2.0,0.0,0.938920256386012,-0.6702009785509224,-0.7421796604255508,5.512718610636665,-0.8084584810982349,-0.5885532128366431,0.015,1.0967227421775427,-0.6922579035407632,-0.7216501887932597,34.48719787597656,125.98530578613281,0.5463858842849731,200.0,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387,446.6263499815458,-106.16302490234375
34.25,126.5,1.0,2.0,0.0,0.9851799446396418,-0.9401232673347386,0.3408346259050797,0.4273258602532713,0.5179017533824913,0.8554401053512403,0.015,0.9828221685842186,-0.9358128737943833,0.35249718472733615,34.255836486816406,126.48249816894531,0.4400681257247925,200.0,-0.8660254037844384,-0.5000000000000004,-0.7071067811865471,-0.7071067811865479,44.926556810997084,-233.55865478515625
34.5,125.75,1.0,2.0,0.0,0.7714357589147903,0.7211471719767266,0.6927818966673202,2.272600372474371,0.9642041895948564,0.2651608582874291,0.015,0.8302847945941836,0.7469850517308692,0.6648408324483619,34.5088005065918,125.76275634765625,0.47957301139831543,200.0,-0.8660254037844384,-0.5000000000000004,-0.8660254037844384,-0.5000000000000004,-1306.638500537472,431.0218811035156
34.5,125.75,1.0,2.0,0.0,2.8572224272297033,-0.09500382838531284,0.9954769071114277,4.755677109629993,-0.8305391173933071,0.5569602988360539,0.015,2.94699905975482,-0.13118872662697906,0.9913574118379263,34.54896926879883,125.74291229248047,0.5294913053512573,200.0,-0.8660254037844384,-0.5000000000000004,0.258819045102521,-0.9659258262890682,-2103.463961068832,-969.0560913085938
34.5,126.5,1.0,0.0,3.164259303910041,0.2720034838960842,-0.6118111400531046,0.791003874141537,4.340770118579707,-0.9690919855483858,0.24669966263837317,0.032,0.5124871480150799,-0.8352945872240306,0.5498026487333763,34.515403747558594,126.4903335571289,2.6742210388183594,200.0,-0.8660254037844384,-0.5000000000000004,0.8660254037844387,-0.4999999999999998,-110.5691076260348,-436.9670104980469
