start_lat,start_lon,prediction_hours,vessel_type_code,tonnage_tons,current_speed_knots,current_dir_sin,current_dir_cos,wind_speed_ms,wind_dir_sin,wind_dir_cos,leeway_coefficient,l2_center_lat,l2_center_lon,l2_spread_km,l2_east_std_km,l2_north_std_km,l2_major_axis_km,l2_minor_axis_km,l2_orientation_sin,l2_orientation_cos,particle_count,month_sin,month_cos,hour_sin,hour_cos,target_east_m,target_north_m
36.44950979253238,130.17071209953122,3,3,66.21049375940656,0.297772430564064,-0.9886931925969835,0.14995256220679967,19.524635856916742,0.37466746581031507,-0.927159258198545,0.0375,36.4541848859549,130.1621191749024,6.1368896755247535,5.042305338045269,2.619642924229981,6.859092073110343,1.9603291227377238,-0.44408174470679973,0.8959862744585794,1456,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,635.7291407298815,-1675.2449302851255
38.585564234065785,126.44369018603614,24,4,18.15274792407073,1.9755543547766152,-0.9987091057903056,0.05079490143241024,15.678478192938357,0.7919770057344249,-0.6105509171133353,0.045,38.59172402829154,126.45497990896334,1.718181921245347,1.082510626957435,0.6465213755107205,1.2161266387902232,0.5645551248230202,-0.9994585034714376,-0.032904404547632576,1915,-0.4999999999999997,-0.8660254037844388,0.25881904510252074,0.9659258262890683,546.1346182057476,-1294.2996556003243
32.24859098035664,129.90193283126604,16,3,45.4992956762315,0.7559699469022862,-0.8757430533594708,-0.48277748962915734,16.72906612720642,0.3847030938568208,-0.9230403726690345,0.0375,32.25490386261502,129.88736127306748,6.477161988475054,3.772862832772374,3.3875353969579063,5.832832369157522,2.2218878321904705,0.9508781230204681,0.30956549413827045,282,0.49999999999999994,0.8660254037844387,-0.9659258262890684,0.2588190451025203,124.43890804276711,-1487.5875415730716
33.61625884060889,127.06396482793477,12,4,52.953321178151604,1.2869958236104966,0.6590941816289227,0.7520604096366864,15.4174777196125,-0.8714284924860894,-0.49052256062634014,0.045,33.604925968468855,127.05477030507475,5.150802896004608,3.5136080416482325,3.531000531422007,4.389598897649891,2.151477541534578,0.38722176965501776,-0.9219866057081504,4282,0.49999999999999994,0.8660254037844387,-0.7071067811865471,-0.7071067811865479,-534.51983285333,-326.1015227744269
33.20525987790691,129.22240281308302,10,2,28.945008844271236,1.8094428077986728,-0.35072351401939306,-0.9364790530032632,3.755971938200226,-0.9774035172919057,0.21138203420681587,0.015,33.21191372899664,129.22141795823794,0.3771541704441117,0.1523811153941015,0.29546846463749,0.4046445894962051,0.10125857866475343,-0.006564468431565461,-0.9999784536449828,4803,-0.5000000000000004,0.8660254037844384,-0.7071067811865471,-0.7071067811865479,-480.0033451658479,-175.4244673486482
38.157175817189355,127.41832217375209,22,3,60.68156238681681,1.5693849810025742,0.6753601576793101,0.7374880727302492,5.684464248460632,-0.23712370010478034,0.9714794649649668,0.0375,38.16152005362481,127.4206995297754,7.759575743312246,6.341517484856564,6.053509743609289,8.62122454314956,4.291312625063606,0.5692902332110388,0.8221366251241463,1091,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.4999999999999998,-548.9467664862005,-890.5000988591149
36.0784541763729,125.27944726402664,4,2,1.8243096823757998,1.464677863265122,-0.9816493700358486,-0.19069481982534675,2.146664262227837,0.4138434748754368,-0.9103480533856398,0.015,36.069188416958845,125.27554916599509,3.4432977369307554,1.2911282023355026,2.225728689907297,2.813073941088644,0.8493166238671479,0.6049475593490913,0.7962653140992503,842,1.0,6.123233995736766e-17,-0.7071067811865471,-0.7071067811865479,-571.4680222722101,42.431200210572484
35.09681563801331,124.16209059910248,2,1,53.77920744318494,1.121982494760137,0.11096181072648598,-0.9938246709356231,10.068786389913157,-0.9789220263796139,0.20423434155114673,0.025,35.09838612368777,124.1605042507321,7.515046348804867,5.208203909592589,4.765243098848221,6.320574863417607,3.4911486098603812,-0.12952361783740687,-0.991576337163362,4149,-0.5000000000000004,0.8660254037844384,0.25881904510252074,0.9659258262890683,-1159.8886650015088,-773.9072094554965
34.29311669262992,131.14674546302308,23,3,13.168625406561452,0.3262559865073828,0.9808051528982419,-0.19499038963050544,18.362230980183355,-0.842378558795471,-0.5388862251734268,0.0375,34.29696620229098,131.1451790840465,1.9956691289800703,0.7432820451812453,1.3628653617247903,1.7672790677791648,0.6926763540470993,-0.933764629381028,0.35788771551551113,2713,-0.8660254037844384,-0.5000000000000004,-0.9659258262890683,-0.25881904510252063,-1074.7173883222645,-1187.9839695860028
32.823480009206,129.6009220851177,22,1,12.262745329959523,1.6720768408595934,0.39658812784372627,-0.9179966540534928,17.870453572131236,-0.04788742237232776,0.9988527392856938,0.025,32.8112353188888,129.58724049312525,7.168883789643333,4.740890499712366,3.8680245213834623,7.668911623756223,3.34454350914306,0.7130451166008779,-0.7011181510213814,1386,0.0,1.0,0.7071067811865475,0.7071067811865476,1592.3447712092993,2707.2648618639478
