¹øÈ£,°üÃøÀÏÀÚ,±â¿Â(¡É),±â¾Ð(hPa),Ç³Çâ(16points),Ç³¼Ó(m/s),À¯Çâ,À¯¼Ó
1,2023/12/31 23:00,5.89,1025.31,ºÏ¼­,2.39,,,,,,,,,,,,,,,,
2,2023/12/31 22:00,6.02,1025.08,ºÏ¼­,2.01,,,,,,,,,,,,,,,,
3,2023/12/31 21:00,6.21,1024.51,ºÏ¼­,2.32,,,,,,,,,,,,,,,,
4,2023/12/31 20:00,6.41,1023.72,ºÏ¼­,3.36,,,,,,,,,,,,,,,,
5,2023/12/31 19:00,6.55,1023.19,ºÏºÏ¼­,3.27,,,,,,,,,,,,,,,,
6,2023/12/31 18:00,6.73,1022.53,¼­ºÏ¼­,2.1,,,,,,,,,,,,,,,,
7,2023/12/31 17:00,6.79,1021.58,¼­ºÏ¼­,3.02,,,,,,,,,,,,,,,,
8,2023/12/31 16:00,6.83,1020.55,¼­ºÏ¼­,3.42,,,,,,,,,,,,,,,,
9,2023/12/31 15:00,6.97,1019.7,¼­ºÏ¼­,4.81,,,,,,,,,,,,,,,,
10,2023/12/31 14:00,7.11,1019.06,¼­ºÏ¼­,6.47,,,,,,,,,,,,,,,,
11,2023/12/31 13:00,7.2,1018.75,¼­ºÏ¼­,7.25,,,,,,,,,,,,,,,,
12,2023/12/31 12:00,7.12,1018.54,¼­ºÏ¼­,7.5,,,,,,,,,,,,,,,,
13,2023/12/31 11:00,7.48,1018.29,¼­ºÏ¼­,7.04,,,,,,,,,,,,,,,,
14,2023/12/31 10:00,7.44,1017.59,¼­ºÏ¼­,5.54,,,,,,,,,,,,,,,,
15,2023/12/31 09:00,7.42,1015.97,¼­ºÏ¼­,8.99,,,,,,,,,,,,,,,,
16,2023/12/31 08:00,7.87,1014.74,¼­ºÏ¼­,9.3,,,,,,,,,,,,,,,,
17,2023/12/31 07:00,8.48,1013.87,¼­ºÏ¼­,8.32,,,,,,,,,,,,,,,,
18,2023/12/31 06:00,8.69,1013.17,¼­ºÏ¼­,7.27,,,,,,,,,,,,,,,,
19,2023/12/31 05:00,8.89,1012.54,¼­ºÏ¼­,7.6,,,,,,,,,,,,,,,,
20,2023/12/31 04:00,9.57,1012.24,¼­ºÏ¼­,7,,,,,,,,,,,,,,,,
21,2023/12/31 03:00,9.83,1012.19,¼­ºÏ¼­,7.21,,,,,,,,,,,,,,,,
22,2023/12/31 02:00,10.1,1012.13,¼­ºÏ¼­,7.01,,,,,,,,,,,,,,,,
23,2023/12/31 01:00,9.8,1012.41,¼­ºÏ¼­,2.97,,,,,,,,,,,,,,,,
24,2023/12/31 00:00,9.03,1012.48,µ¿ºÏµ¿,0.31,,,,,,,,,,,,,,,,
25,2023/12/30 23:00,8.48,1012.52,µ¿³²µ¿,0.75,,,,,,,,,,,,,,,,
26,2023/12/30 22:00,7.66,1012.71,µ¿ºÏµ¿,2.28,,,,,,,,,,,,,,,,
27,2023/12/30 21:00,7.25,1013.15,µ¿ºÏµ¿,2.02,,,,,,,,,,,,,,,,
28,2023/12/30 20:00,7.13,1013.49,µ¿,2.09,,,,,,,,,,,,,,,,
29,2023/12/30 19:00,6.81,1013.99,µ¿³²µ¿,2.57,,,,,,,,,,,,,,,,
30,2023/12/30 18:00,6.69,1014.24,µ¿,1.31,,,,,,,,,,,,,,,,
31,2023/12/30 17:00,6.9,1014.23,ºÏ,0.32,,,,,,,,,,,,,,,,
32,2023/12/30 16:00,6.79,1013.56,µ¿,3.75,,,,,,,,,,,,,,,,
33,2023/12/30 15:00,7.01,1014.81,µ¿,3.49,,,,,,,,,,,,,,,,
34,2023/12/30 14:00,6.49,1016.14,µ¿³²µ¿,1.7,,,,,,,,,,,,,,,,
35,2023/12/30 13:00,5.47,1016.9,µ¿³²µ¿,1.92,,,,,,,,,,,,,,,,
36,2023/12/30 12:00,4.39,1017.71,µ¿,3.08,,,,,,,,,,,,,,,,
37,2023/12/30 11:00,3.19,1018.86,µ¿,3.18,,,,,,,,,,,,,,,,
38,2023/12/30 10:00,2.28,1019.13,µ¿,4.35,,,,,,,,,,,,,,,,
39,2023/12/30 09:00,1.8,1019.84,µ¿,2.83,,,,,,,,,,,,,,,,
40,2023/12/30 08:00,1.41,1019.6,µ¿,3.66,,,,,,,,,,,,,,,,
41,2023/12/30 07:00,1.73,1019.97,µ¿,2.61,,,,,,,,,,,,,,,,
42,2023/12/30 06:00,1.58,1020.5,µ¿,2.89,,,,,,,,,,,,,,,,
43,2023/12/30 05:00,1.75,1021.4,µ¿,2,,,,,,,,,,,,,,,,
44,2023/12/30 04:00,1.85,1022.41,µ¿,0.65,,,,,,,,,,,,,,,,
45,2023/12/30 03:00,2.16,1022.94,µ¿ºÏµ¿,0.97,,,,,,,,,,,,,,,,
46,2023/12/30 02:00,2.41,1023.19,µ¿,1.07,,,,,,,,,,,,,,,,
47,2023/12/30 01:00,2.73,1023.53,µ¿ºÏµ¿,0.85,,,,,,,,,,,,,,,,
48,2023/12/30 00:00,3.38,1024.16,µ¿ºÏµ¿,1.13,,,,,,,,,,,,,,,,
49,2023/12/29 23:00,4.55,1024.44,ºÏ¼­,0.68,,,,,,,,,,,,,,,,
50,2023/12/29 22:00,4.59,1024.64,ºÏµ¿,0.43,,,,,,,,,,,,,,,,
51,2023/12/29 21:00,5.37,1024.89,ºÏ¼­,0.91,,,,,,,,,,,,,,,,
52,2023/12/29 20:00,5.7,1024.99,ºÏºÏ¼­,0.68,,,,,,,,,,,,,,,,
53,2023/12/29 19:00,6.04,1025.02,ºÏºÏ¼­,1.59,,,,,,,,,,,,,,,,
54,2023/12/29 18:00,6.33,1024.85,ºÏ¼­,1.07,,,,,,,,,,,,,,,,
55,2023/12/29 17:00,6.9,1024.9,ºÏ¼­,0.98,,,,,,,,,,,,,,,,
56,2023/12/29 16:00,7.39,1025.4,¼­ºÏ¼­,1.58,,,,,,,,,,,,,,,,
57,2023/12/29 15:00,7.84,1025.79,¼­ºÏ¼­,1.9,,,,,,,,,,,,,,,,
58,2023/12/29 14:00,7.33,1026.22,¼­ºÏ¼­,3.26,,,,,,,,,,,,,,,,
59,2023/12/29 13:00,6.57,1026.97,¼­,3.09,,,,,,,,,,,,,,,,
60,2023/12/29 12:00,5.48,1027.6,µ¿³²µ¿,1.83,,,,,,,,,,,,,,,,
61,2023/12/29 11:00,4.54,1028.21,µ¿³²µ¿,2.14,,,,,,,,,,,,,,,,
62,2023/12/29 10:00,4.15,1028.81,µ¿³²µ¿,0.27,,,,,,,,,,,,,,,,
63,2023/12/29 09:00,2.55,1028.31,µ¿,0.87,,,,,,,,,,,,,,,,
64,2023/12/29 08:00,1.77,1027.94,µ¿ºÏµ¿,0.86,,,,,,,,,,,,,,,,
65,2023/12/29 07:00,2.15,1027.58,µ¿ºÏµ¿,1.02,,,,,,,,,,,,,,,,
66,2023/12/29 06:00,2.95,1027.47,ºÏµ¿,0.78,,,,,,,,,,,,,,,,
67,2023/12/29 05:00,3.7,1027.81,ºÏµ¿,0.38,,,,,,,,,,,,,,,,
68,2023/12/29 04:00,4.04,1028.55,ºÏµ¿,0.9,,,,,,,,,,,,,,,,
69,2023/12/29 03:00,3.91,1028.74,ºÏºÏµ¿,0.9,,,,,,,,,,,,,,,,
70,2023/12/29 02:00,4.46,1028.78,ºÏ,1.04,,,,,,,,,,,,,,,,
71,2023/12/29 01:00,4.37,1028.66,ºÏ¼­,0.88,,,,,,,,,,,,,,,,
72,2023/12/29 00:00,4.79,1028.7,ºÏºÏµ¿,1.08,,,,,,,,,,,,,,,,
73,2023/12/28 23:00,4.75,1028.8,ºÏ,0.62,,,,,,,,,,,,,,,,
74,2023/12/28 22:00,4.8,1028.75,ºÏ,0.41,,,,,,,,,,,,,,,,
75,2023/12/28 21:00,4.94,1028.57,ºÏµ¿,0.45,,,,,,,,,,,,,,,,
76,2023/12/28 20:00,5.29,1028.62,ºÏºÏµ¿,0.55,,,,,,,,,,,,,,,,
77,2023/12/28 19:00,5.82,1028.29,ºÏµ¿,1.1,,,,,,,,,,,,,,,,
78,2023/12/28 18:00,6.18,1027.82,ºÏ¼­,2.94,,,,,,,,,,,,,,,,
79,2023/12/28 17:00,7.05,1027.37,ºÏ¼­,1.6,,,,,,,,,,,,,,,,
80,2023/12/28 16:00,8.04,1027.33,ºÏ¼­,1.32,,,,,,,,,,,,,,,,
81,2023/12/28 15:00,8.23,1027.17,ºÏ¼­,1.36,,,,,,,,,,,,,,,,
82,2023/12/28 14:00,8.11,1027.29,ºÏ¼­,1.42,,,,,,,,,,,,,,,,
83,2023/12/28 13:00,7.62,1027.65,µ¿ºÏµ¿,1.81,,,,,,,,,,,,,,,,
84,2023/12/28 12:00,5.83,1028.12,µ¿³²µ¿,1.16,,,,,,,,,,,,,,,,
85,2023/12/28 11:00,4.7,1028.74,µ¿³²µ¿,1.47,,,,,,,,,,,,,,,,
86,2023/12/28 10:00,4.12,1028.57,µ¿,1.32,,,,,,,,,,,,,,,,
87,2023/12/28 09:00,3.26,1028.25,µ¿,1.4,,,,,,,,,,,,,,,,
88,2023/12/28 08:00,2.3,1028.16,µ¿,1.69,,,,,,,,,,,,,,,,
89,2023/12/28 07:00,2.92,1028.13,µ¿,1.76,,,,,,,,,,,,,,,,
90,2023/12/28 06:00,3.17,1027.96,µ¿ºÏµ¿,1.75,,,,,,,,,,,,,,,,
91,2023/12/28 05:00,3.86,1027.98,µ¿,0.84,,,,,,,,,,,,,,,,
92,2023/12/28 04:00,3.82,1028.11,ºÏ,0.22,,,,,,,,,,,,,,,,
93,2023/12/28 03:00,4.2,1028.11,ºÏ,0.36,,,,,,,,,,,,,,,,
94,2023/12/28 02:00,4.45,1028.05,³²¼­,0.48,,,,,,,,,,,,,,,,
95,2023/12/28 01:00,4.53,1028.26,ºÏµ¿,0.71,,,,,,,,,,,,,,,,
96,2023/12/28 00:00,5.09,1028.7,ºÏµ¿,0.53,,,,,,,,,,,,,,,,
97,2023/12/27 23:00,5.52,1029.03,ºÏ,0.4,,,,,,,,,,,,,,,,
98,2023/12/27 22:00,5.89,1029.05,µ¿,0.77,,,,,,,,,,,,,,,,
99,2023/12/27 21:00,5.81,1028.96,ºÏ,0.39,,,,,,,,,,,,,,,,
100,2023/12/27 20:00,6.44,1029.1,ºÏºÏ¼­,1.15,,,,,,,,,,,,,,,,
101,2023/12/27 19:00,6.84,1029.18,ºÏ,1.55,,,,,,,,,,,,,,,,
102,2023/12/27 18:00,7.27,1029.53,ºÏ,1.11,,,,,,,,,,,,,,,,
103,2023/12/27 17:00,8.14,1029.2,ºÏºÏ¼­,1.31,,,,,,,,,,,,,,,,
104,2023/12/27 16:00,9.28,1028.89,¼­ºÏ¼­,1.92,,,,,,,,,,,,,,,,
105,2023/12/27 15:00,9.27,1028.89,¼­ºÏ¼­,2.27,,,,,,,,,,,,,,,,
106,2023/12/27 14:00,9.18,1029.01,¼­,1.97,,,,,,,,,,,,,,,,
107,2023/12/27 13:00,8.45,1029.54,µ¿³²µ¿,1.52,,,,,,,,,,,,,,,,
108,2023/12/27 12:00,7.16,1030.51,µ¿³²µ¿,1.77,,,,,,,,,,,,,,,,
109,2023/12/27 11:00,5.65,1031.15,µ¿³²µ¿,1.85,,,,,,,,,,,,,,,,
110,2023/12/27 10:00,4.39,1031.17,µ¿³²µ¿,2.38,,,,,,,,,,,,,,,,
111,2023/12/27 09:00,3.84,1031.01,µ¿,2.12,,,,,,,,,,,,,,,,
112,2023/12/27 08:00,3.35,1030.41,µ¿ºÏµ¿,1.48,,,,,,,,,,,,,,,,
113,2023/12/27 07:00,3.56,1030.01,µ¿,1.82,,,,,,,,,,,,,,,,
114,2023/12/27 06:00,3.85,1029.71,µ¿,2.07,,,,,,,,,,,,,,,,
115,2023/12/27 05:00,3.93,1029.65,µ¿,1.37,,,,,,,,,,,,,,,,
116,2023/12/27 04:00,4.08,1029.89,µ¿,2,,,,,,,,,,,,,,,,
117,2023/12/27 03:00,4.24,1030.15,µ¿,1.47,,,,,,,,,,,,,,,,
118,2023/12/27 02:00,4.31,1030.54,µ¿ºÏµ¿,1.73,,,,,,,,,,,,,,,,
119,2023/12/27 01:00,4.69,1030.78,µ¿ºÏµ¿,0.8,,,,,,,,,,,,,,,,
120,2023/12/27 00:00,4.71,1030.76,µ¿ºÏµ¿,1.34,,,,,,,,,,,,,,,,
121,2023/12/26 23:00,5.34,1030.78,µ¿ºÏµ¿,0.69,,,,,,,,,,,,,,,,
122,2023/12/26 22:00,5.21,1030.22,µ¿ºÏµ¿,0.84,,,,,,,,,,,,,,,,
